Date,HE,Area,MW,,,
9/5/23,13,RTO,3318.234,,,
9/5/23,14,RTO,3589.627,,,
9/5/23,15,RTO,3759.175,,,
9/5/23,16,RTO,3647.703,,,
9/5/23,17,RTO,3959.853,,,
9/5/23,18,RTO,3954.406,,,
9/5/23,19,RTO,3812.628,,,
9/5/23,20,RTO,4114.019,,,
9/5/23,21,RTO,4334.595,,,
9/5/23,22,RTO,4455.269,,,
9/5/23,23,RTO,4163.379,,,
9/5/23,24,RTO,4031.818,,,
9/6/23,1,RTO,4606.632,,,
9/6/23,2,RTO,4294.261,,,
9/6/23,3,RTO,3729.172,,,
9/6/23,4,RTO,3163.168,,,
9/6/23,5,RTO,3130.776,,,
9/6/23,6,RTO,3503.403,,,
9/6/23,7,RTO,3942.032,,,
9/6/23,8,RTO,3375.721,,,
9/6/23,9,RTO,2356.983,,,
9/6/23,10,RTO,2384.169,,,
9/6/23,11,RTO,3239.812,,,
9/6/23,12,RTO,4153.012,,,
9/6/23,13,RTO,4436.052,,,
9/6/23,14,RTO,4143.991,,,
9/6/23,15,RTO,4471.895,,,
9/6/23,16,RTO,4828.136,,,
9/6/23,17,RTO,4438.585,,,
9/6/23,18,RTO,4284.19,,,
9/6/23,19,RTO,4015.502,,,
9/6/23,20,RTO,3625.964,,,
9/6/23,21,RTO,3118.018,,,
9/6/23,22,RTO,3190.936,,,
9/6/23,23,RTO,2902.899,,,
9/6/23,24,RTO,2910.053,,,
9/7/23,1,RTO,3216.833,,,
9/7/23,2,RTO,2938.213,,,
9/7/23,3,RTO,2584.639,,,
9/7/23,4,RTO,2221.903,,,
9/7/23,5,RTO,2024.449,,,
9/7/23,6,RTO,2024.945,,,
9/7/23,7,RTO,2034.273,,,
9/7/23,8,RTO,1785.497,,,
9/7/23,9,RTO,1414.205,,,
9/7/23,10,RTO,1247.827,,,
9/7/23,11,RTO,1079.819,,,
9/7/23,12,RTO,812.791,,,
9/7/23,13,RTO,746.946,,,
9/7/23,14,RTO,763.532,,,
9/7/23,15,RTO,756.532,,,
9/7/23,16,RTO,974.215,,,
9/7/23,17,RTO,1158.551,,,
9/7/23,18,RTO,1234.134,,,
9/7/23,19,RTO,1040.781,,,
9/7/23,20,RTO,913.78,,,
9/7/23,21,RTO,1057.702,,,
9/7/23,22,RTO,1231.643,,,
9/7/23,23,RTO,1091.21,,,
9/7/23,24,RTO,700.178,,,
9/8/23,1,RTO,501.609,,,
9/8/23,2,RTO,469.418,,,
9/8/23,3,RTO,750.131,,,
9/8/23,4,RTO,703.801,,,
9/8/23,5,RTO,574.984,,,
9/8/23,6,RTO,486.746,,,
9/8/23,7,RTO,352.56,,,
9/8/23,8,RTO,301.624,,,
9/8/23,9,RTO,324.452,,,
9/8/23,10,RTO,214.894,,,
9/8/23,11,RTO,186.381,,,
9/8/23,12,RTO,239.963,,,
9/8/23,13,RTO,380.354,,,
9/8/23,15,RTO,401.457,,,
9/8/23,16,RTO,560.699,,,
9/8/23,17,RTO,728.153,,,
9/8/23,18,RTO,893.154,,,
9/8/23,19,RTO,935.561,,,
9/8/23,20,RTO,956.134,,,
9/8/23,21,RTO,956.733,,,
9/8/23,22,RTO,857.73,,,
9/8/23,23,RTO,751.744,,,
9/8/23,24,RTO,804.493,,,
9/9/23,1,RTO,785.147,,,
9/9/23,2,RTO,738.936,,,
9/9/23,3,RTO,863.17,,,
9/9/23,4,RTO,900.606,,,
9/9/23,5,RTO,911.325,,,
9/9/23,6,RTO,930.933,,,
9/9/23,7,RTO,979.009,,,
9/9/23,8,RTO,906.093,,,
9/9/23,9,RTO,949.8,,,
9/9/23,10,RTO,511.004,,,
9/9/23,11,RTO,451.21,,,
9/9/23,12,RTO,427.337,,,
9/9/23,13,RTO,365.244,,,
9/9/23,14,RTO,417.749,,,
9/9/23,15,RTO,567.103,,,
9/9/23,16,RTO,581.847,,,
9/9/23,17,RTO,604.099,,,
9/9/23,18,RTO,747.366,,,
9/9/23,19,RTO,752.122,,,
9/9/23,20,RTO,480.912,,,
9/9/23,21,RTO,607.878,,,
9/9/23,22,RTO,849.24,,,
9/9/23,23,RTO,1162.559,,,
9/9/23,24,RTO,1112.323,,,
9/10/23,1,RTO,931.604,,,
9/10/23,2,RTO,755.664,,,
9/10/23,3,RTO,670.591,,,
9/10/23,4,RTO,460.528,,,
9/10/23,5,RTO,279.628,,,
9/10/23,6,RTO,192.347,,,
9/10/23,7,RTO,130.76,,,
9/10/23,8,RTO,173.233,,,
9/10/23,9,RTO,229.491,,,
9/10/23,10,RTO,165.86,,,
9/10/23,11,RTO,55.559,,,
9/10/23,12,RTO,32.135,,,
9/10/23,13,RTO,57.733,,,
9/10/23,14,RTO,99.698,,,
9/10/23,15,RTO,90.334,,,
9/10/23,16,RTO,98.509,,,
9/10/23,17,RTO,119.736,,,
9/10/23,18,RTO,82.864,,,
9/10/23,19,RTO,67.653,,,
9/10/23,20,RTO,125.803,,,
9/10/23,21,RTO,247.753,,,
9/10/23,22,RTO,326.202,,,
9/10/23,23,RTO,207.606,,,
9/10/23,24,RTO,354.606,,,
9/11/23,1,RTO,573.587,,,
9/11/23,2,RTO,938.824,,,
9/11/23,3,RTO,1008.655,,,
9/11/23,4,RTO,1106.389,,,
9/11/23,5,RTO,1281.955,,,
9/11/23,6,RTO,1240.439,,,
9/11/23,7,RTO,1161.949,,,
9/11/23,8,RTO,1044.78,,,
9/11/23,9,RTO,758.09,,,
9/11/23,10,RTO,264.558,,,
9/11/23,11,RTO,102.123,,,
9/11/23,12,RTO,84.712,,,
9/11/23,13,RTO,207.195,,,
9/11/23,14,RTO,314.034,,,
9/11/23,15,RTO,403.058,,,
9/11/23,16,RTO,535.103,,,
9/11/23,17,RTO,646.557,,,
9/11/23,18,RTO,627.219,,,
9/11/23,19,RTO,488.364,,,
9/11/23,20,RTO,359.871,,,
9/11/23,21,RTO,353.754,,,
9/11/23,22,RTO,528.09,,,
9/11/23,23,RTO,515.908,,,
9/11/23,24,RTO,522.273,,,
9/12/23,1,RTO,545.948,,,
9/12/23,2,RTO,388.493,,,
9/12/23,3,RTO,505.143,,,
9/12/23,4,RTO,552.859,,,
9/12/23,5,RTO,548.306,,,
9/12/23,6,RTO,571.269,,,
9/12/23,7,RTO,777.402,,,
9/12/23,8,RTO,1099.589,,,
9/12/23,9,RTO,1075.25,,,
9/12/23,10,RTO,781.979,,,
9/12/23,11,RTO,657.17,,,
9/12/23,12,RTO,561.651,,,
9/12/23,13,RTO,590.029,,,
9/12/23,14,RTO,624.84,,,
9/12/23,15,RTO,731.538,,,
9/12/23,16,RTO,783.92,,,
9/12/23,17,RTO,1045.333,,,
9/12/23,18,RTO,1214.014,,,
9/12/23,19,RTO,1422.388,,,
9/12/23,20,RTO,1428.278,,,
9/12/23,21,RTO,926.854,,,
9/12/23,22,RTO,936.172,,,
9/12/23,23,RTO,1133.007,,,
9/12/23,24,RTO,1260.398,,,
9/13/23,1,RTO,1011.085,,,
9/13/23,2,RTO,912.242,,,
9/13/23,3,RTO,734.284,,,
9/13/23,4,RTO,809.927,,,
9/13/23,5,RTO,866.884,,,
9/13/23,6,RTO,771.392,,,
9/13/23,7,RTO,730.547,,,
9/13/23,8,RTO,570.472,,,
9/13/23,9,RTO,491.499,,,
9/13/23,10,RTO,270.75,,,
9/13/23,11,RTO,218.195,,,
9/13/23,12,RTO,311.099,,,
9/13/23,13,RTO,403.723,,,
9/13/23,14,RTO,693.707,,,
9/13/23,15,RTO,1061.28,,,
9/13/23,16,RTO,1299.079,,,
9/13/23,17,RTO,1181.399,,,
9/13/23,18,RTO,1149.563,,,
9/13/23,19,RTO,1044.184,,,
9/13/23,20,RTO,743.602,,,
9/13/23,21,RTO,722.804,,,
9/13/23,22,RTO,1135.822,,,
9/13/23,23,RTO,1310.044,,,
9/13/23,24,RTO,1281.183,,,
9/14/23,1,RTO,1319.397,,,
9/14/23,2,RTO,1177.424,,,
9/14/23,3,RTO,1024.494,,,
9/14/23,4,RTO,968.704,,,
9/14/23,5,RTO,829.923,,,
9/14/23,6,RTO,690.26,,,
9/14/23,7,RTO,632.477,,,
9/14/23,8,RTO,584.493,,,
9/14/23,9,RTO,599.581,,,
9/14/23,10,RTO,336.076,,,
9/14/23,11,RTO,271.636,,,
9/14/23,12,RTO,332.032,,,
9/14/23,13,RTO,364.172,,,
9/14/23,14,RTO,385.043,,,
9/14/23,15,RTO,441.954,,,
9/14/23,16,RTO,473.814,,,
9/14/23,17,RTO,510.331,,,
9/14/23,18,RTO,521.765,,,
9/14/23,19,RTO,557.552,,,
9/14/23,20,RTO,648.248,,,
9/14/23,21,RTO,967.729,,,
9/14/23,22,RTO,1367.044,,,
9/14/23,23,RTO,1577.774,,,
9/14/23,24,RTO,1781.957,,,
9/15/23,1,RTO,1832.887,,,
9/15/23,2,RTO,1779.297,,,
9/15/23,3,RTO,1924.692,,,
9/15/23,4,RTO,2062.23,,,
9/15/23,5,RTO,2041.446,,,
9/15/23,6,RTO,1840.678,,,
9/15/23,7,RTO,1773.326,,,
9/15/23,8,RTO,1762.648,,,
9/15/23,9,RTO,1456.2,,,
9/15/23,10,RTO,796.58,,,
9/15/23,11,RTO,539.653,,,
9/15/23,12,RTO,439.349,,,
9/15/23,13,RTO,324.803,,,
9/15/23,14,RTO,290.265,,,
9/15/23,15,RTO,238.207,,,
9/15/23,16,RTO,232.938,,,
9/15/23,17,RTO,255.912,,,
9/15/23,18,RTO,274.69,,,
9/15/23,19,RTO,312.116,,,
9/15/23,20,RTO,459.209,,,
9/15/23,21,RTO,660.466,,,
9/15/23,22,RTO,1144.08,,,
9/15/23,23,RTO,1400.961,,,
9/15/23,24,RTO,1363.325,,,
9/16/23,1,RTO,1438.258,,,
9/16/23,2,RTO,1752.094,,,
9/16/23,3,RTO,1619.624,,,
9/16/23,4,RTO,1465.98,,,
9/16/23,5,RTO,1338.748,,,
9/16/23,6,RTO,1405.77,,,
9/16/23,7,RTO,1338.98,,,
9/16/23,8,RTO,1239.154,,,
9/16/23,9,RTO,1414.957,,,
9/16/23,10,RTO,1039.203,,,
9/16/23,12,RTO,393.818,,,
9/16/23,13,RTO,298.453,,,
9/16/23,14,RTO,233.472,,,
9/16/23,15,RTO,260.068,,,
9/16/23,16,RTO,357.305,,,
9/16/23,17,RTO,397.121,,,
9/16/23,18,RTO,380.713,,,
9/16/23,19,RTO,449.67,,,
9/16/23,20,RTO,740.625,,,
9/16/23,21,RTO,773.084,,,
9/16/23,22,RTO,910.887,,,
9/16/23,23,RTO,734.031,,,
9/16/23,24,RTO,637.739,,,
9/17/23,1,RTO,746.39,,,
9/17/23,2,RTO,965.717,,,
9/17/23,3,RTO,759.523,,,
9/17/23,4,RTO,607.859,,,
9/17/23,5,RTO,610.755,,,
9/17/23,6,RTO,661.211,,,
9/17/23,7,RTO,714.412,,,
9/17/23,8,RTO,686.477,,,
9/17/23,9,RTO,719.34,,,
9/17/23,10,RTO,704.812,,,
9/17/23,11,RTO,853.772,,,
9/17/23,12,RTO,1116.646,,,
9/17/23,13,RTO,1196.681,,,
9/17/23,14,RTO,1457.129,,,
9/17/23,15,RTO,1780.585,,,
9/17/23,16,RTO,2009.465,,,
9/17/23,17,RTO,1766.124,,,
9/17/23,18,RTO,1736.147,,,
9/17/23,19,RTO,1702.799,,,
9/17/23,20,RTO,1371.728,,,
9/17/23,21,RTO,1473.511,,,
9/17/23,22,RTO,1369.636,,,
9/17/23,23,RTO,1210.923,,,
9/17/23,24,RTO,1239.757,,,
9/18/23,1,RTO,897.05,,,
9/18/23,2,RTO,813.956,,,
9/18/23,3,RTO,903.928,,,
9/18/23,4,RTO,1038.06,,,
9/18/23,5,RTO,1058.015,,,
9/18/23,6,RTO,1027.741,,,
9/18/23,7,RTO,732.34,,,
9/18/23,8,RTO,725.448,,,
9/18/23,9,RTO,810.248,,,
9/18/23,10,RTO,754.023,,,
9/18/23,11,RTO,710.463,,,
9/18/23,12,RTO,903.213,,,
9/18/23,13,RTO,1088.839,,,
9/18/23,14,RTO,1068.645,,,
9/18/23,15,RTO,1119.394,,,
9/18/23,16,RTO,1229.409,,,
9/18/23,17,RTO,1107.856,,,
9/18/23,18,RTO,1186.971,,,
9/18/23,19,RTO,1045.861,,,
9/18/23,20,RTO,1062.726,,,
9/18/23,21,RTO,1179.361,,,
9/18/23,22,RTO,1485.555,,,
9/18/23,23,RTO,1635.373,,,
9/18/23,24,RTO,1881.937,,,
9/19/23,1,RTO,2119.728,,,
9/19/23,2,RTO,2463.933,,,
9/19/23,3,RTO,2610.547,,,
9/19/23,4,RTO,2477.34,,,
9/19/23,5,RTO,2547.312,,,
9/19/23,6,RTO,2691.817,,,
9/19/23,7,RTO,2919.205,,,
9/19/23,8,RTO,3236.894,,,
9/19/23,9,RTO,3501.33,,,
9/19/23,10,RTO,3075.746,,,
9/19/23,11,RTO,2676.76,,,
9/19/23,12,RTO,3017.457,,,
9/19/23,13,RTO,2972.799,,,
9/19/23,14,RTO,2706.966,,,
9/19/23,15,RTO,2809.775,,,
9/19/23,16,RTO,2934.979,,,
9/19/23,17,RTO,3436.485,,,
9/19/23,18,RTO,3585.969,,,
9/19/23,19,RTO,2999.639,,,
9/19/23,20,RTO,3107.727,,,
9/19/23,21,RTO,4117.332,,,
9/19/23,22,RTO,4646.757,,,
9/19/23,23,RTO,4497.787,,,
9/19/23,24,RTO,4586.721,,,
9/20/23,1,RTO,4509.73,,,
9/20/23,2,RTO,4213.645,,,
9/20/23,3,RTO,4071.35,,,
9/20/23,4,RTO,3966.97,,,
9/20/23,5,RTO,3795.106,,,
9/20/23,6,RTO,3470.315,,,
9/20/23,7,RTO,3117.413,,,
9/20/23,8,RTO,2772.299,,,
9/20/23,9,RTO,2286.909,,,
9/20/23,10,RTO,1325.545,,,
9/20/23,11,RTO,733.126,,,
9/20/23,12,RTO,728.121,,,
9/20/23,13,RTO,697.677,,,
9/20/23,14,RTO,479.482,,,
9/20/23,15,RTO,452.355,,,
9/20/23,16,RTO,546.555,,,
9/20/23,17,RTO,667.911,,,
9/20/23,18,RTO,644.085,,,
9/20/23,19,RTO,689.319,,,
9/20/23,20,RTO,796.546,,,
9/20/23,21,RTO,983.753,,,
9/20/23,22,RTO,1222.29,,,
9/20/23,23,RTO,1529.53,,,
9/20/23,24,RTO,1621.887,,,
9/21/23,1,RTO,1714.982,,,
9/21/23,2,RTO,1723.577,,,
9/21/23,3,RTO,1649.17,,,
9/21/23,4,RTO,1566.081,,,
9/21/23,5,RTO,1664.21,,,
9/21/23,6,RTO,1705.385,,,
9/21/23,7,RTO,1603.107,,,
9/21/23,8,RTO,1592.092,,,
9/21/23,9,RTO,1679.227,,,
9/21/23,10,RTO,1441.77,,,
9/21/23,11,RTO,1436.307,,,
9/21/23,12,RTO,1408.216,,,
9/21/23,13,RTO,1610.71,,,
9/21/23,14,RTO,1743.458,,,
9/21/23,15,RTO,1835.829,,,
9/21/23,16,RTO,1565.515,,,
9/21/23,17,RTO,1351.402,,,
9/21/23,18,RTO,1209.804,,,
9/21/23,19,RTO,1156.723,,,
9/21/23,20,RTO,1246.275,,,
9/21/23,21,RTO,1471.094,,,
9/21/23,23,RTO,2045.404,,,
9/21/23,24,RTO,2416.719,,,
9/22/23,1,RTO,2586.769,,,
9/22/23,2,RTO,2657.102,,,
9/22/23,3,RTO,2887.297,,,
9/22/23,4,RTO,3027.796,,,
9/22/23,6,RTO,3388.324,,,
9/22/23,7,RTO,3475.479,,,
9/22/23,8,RTO,3592.174,,,
9/22/23,9,RTO,3239.967,,,
9/22/23,10,RTO,2385.802,,,
9/22/23,11,RTO,2263.005,,,
9/22/23,12,RTO,2493.819,,,
9/22/23,13,RTO,2229.447,,,
9/22/23,14,RTO,1663.095,,,
9/22/23,15,RTO,1636.963,,,
9/22/23,16,RTO,1842.601,,,
9/22/23,17,RTO,1876.06,,,
9/22/23,18,RTO,2005.808,,,
9/22/23,19,RTO,2153.411,,,
9/22/23,20,RTO,2753.37,,,
9/22/23,21,RTO,3646.681,,,
9/22/23,22,RTO,4258.644,,,
9/22/23,23,RTO,4523.4,,,
9/22/23,24,RTO,4561.882,,,
9/23/23,1,RTO,4591.403,,,
9/23/23,2,RTO,4396.393,,,
9/23/23,3,RTO,4306.84,,,
9/23/23,4,RTO,4243.609,,,
9/23/23,5,RTO,3888.489,,,
9/23/23,6,RTO,3486.04,,,
9/23/23,7,RTO,3265.021,,,
9/23/23,8,RTO,3357.243,,,
9/23/23,9,RTO,3320.447,,,
9/23/23,10,RTO,2395.624,,,
9/23/23,11,RTO,1709.095,,,
9/23/23,12,RTO,2145.865,,,
9/23/23,13,RTO,2406.047,,,
9/23/23,14,RTO,2613.952,,,
9/23/23,15,RTO,2942.683,,,
9/23/23,16,RTO,2977.032,,,
9/23/23,17,RTO,2952.335,,,
9/23/23,18,RTO,2951.069,,,
9/23/23,19,RTO,2987.099,,,
9/23/23,20,RTO,3746.899,,,
9/23/23,21,RTO,5506.077,,,
9/23/23,22,RTO,6327.334,,,
9/23/23,23,RTO,6623.198,,,
9/23/23,24,RTO,6519.058,,,
9/24/23,1,RTO,5806.714,,,
9/24/23,2,RTO,6033.351,,,
9/24/23,3,RTO,6093.711,,,
9/24/23,4,RTO,5239.617,,,
9/24/23,5,RTO,4348.663,,,
9/24/23,6,RTO,3807.148,,,
9/24/23,7,RTO,3422.668,,,
9/24/23,8,RTO,3318.223,,,
9/24/23,9,RTO,3463.482,,,
9/24/23,10,RTO,2454.123,,,
9/24/23,11,RTO,1849.201,,,
9/24/23,12,RTO,1775.709,,,
9/24/23,13,RTO,1674.313,,,
9/24/23,14,RTO,1712.703,,,
9/24/23,15,RTO,1798.491,,,
9/24/23,16,RTO,1860.101,,,
9/24/23,17,RTO,1827.403,,,
9/24/23,18,RTO,1659.892,,,
9/24/23,19,RTO,1720.622,,,
9/24/23,20,RTO,2027.822,,,
9/24/23,21,RTO,2919.056,,,
9/24/23,22,RTO,3285.49,,,
9/24/23,23,RTO,3122.253,,,
9/24/23,24,RTO,2210.16,,,
9/25/23,1,RTO,1777.214,,,
9/25/23,2,RTO,1656.588,,,
9/25/23,3,RTO,1794.411,,,
9/25/23,4,RTO,1393.279,,,
9/25/23,5,RTO,1366.512,,,
9/25/23,6,RTO,1363.973,,,
9/25/23,7,RTO,1332.634,,,
9/25/23,8,RTO,1491.58,,,
9/25/23,9,RTO,1419.539,,,
9/25/23,10,RTO,754.176,,,
9/25/23,11,RTO,407.007,,,
9/25/23,12,RTO,393.447,,,
9/25/23,13,RTO,447.537,,,
9/25/23,14,RTO,430.989,,,
9/25/23,15,RTO,478.083,,,
9/25/23,16,RTO,564.895,,,
9/25/23,17,RTO,573.96,,,
9/25/23,18,RTO,655.113,,,
9/25/23,19,RTO,815.947,,,
9/25/23,20,RTO,907.35,,,
9/25/23,21,RTO,1430.598,,,
9/25/23,22,RTO,2411.406,,,
9/25/23,23,RTO,2801.176,,,
9/25/23,24,RTO,3046.412,,,
9/26/23,1,RTO,3398.02,,,
9/26/23,2,RTO,3492.704,,,
9/26/23,3,RTO,3237.625,,,
9/26/23,4,RTO,2896.696,,,
9/26/23,5,RTO,2544.011,,,
9/26/23,6,RTO,2289.19,,,
9/26/23,7,RTO,2233.56,,,
9/26/23,8,RTO,2176.386,,,
9/26/23,9,RTO,1792.027,,,
9/26/23,10,RTO,1357.84,,,
9/26/23,11,RTO,1051.997,,,
9/26/23,12,RTO,1060.965,,,
9/26/23,13,RTO,1108.027,,,
9/26/23,14,RTO,1086.62,,,
9/26/23,15,RTO,983.798,,,
9/26/23,16,RTO,1092.163,,,
9/26/23,17,RTO,1280.181,,,
9/26/23,18,RTO,1710.998,,,
9/26/23,19,RTO,1935.11,,,
9/26/23,20,RTO,1904.4,,,
9/26/23,21,RTO,2229.519,,,
9/26/23,22,RTO,2890.419,,,
9/26/23,23,RTO,3467.784,,,
9/26/23,24,RTO,3599.76,,,
9/27/23,1,RTO,3355.398,,,
9/27/23,2,RTO,2907.157,,,
9/27/23,3,RTO,2684.588,,,
9/27/23,4,RTO,2857.028,,,
9/27/23,5,RTO,2393.87,,,
9/27/23,6,RTO,2093.699,,,
9/27/23,7,RTO,2194.325,,,
9/27/23,8,RTO,1774.863,,,
9/27/23,9,RTO,1453.638,,,
9/27/23,10,RTO,1374.812,,,
9/27/23,11,RTO,1140.913,,,
9/27/23,12,RTO,1097.026,,,
9/27/23,13,RTO,1114.617,,,
9/27/23,14,RTO,857.553,,,
9/27/23,15,RTO,795.229,,,
9/27/23,16,RTO,760.451,,,
9/27/23,17,RTO,808.855,,,
9/27/23,18,RTO,1165.351,,,
9/27/23,19,RTO,1567.894,,,
9/27/23,20,RTO,1694.542,,,
9/27/23,21,RTO,1984.033,,,
9/27/23,22,RTO,2324.629,,,
9/27/23,23,RTO,2267.612,,,
9/27/23,24,RTO,2174.406,,,
9/28/23,1,RTO,2047.723,,,
9/28/23,2,RTO,1827.012,,,
9/28/23,3,RTO,1557.354,,,
9/28/23,4,RTO,1535.39,,,
9/28/23,5,RTO,1373.446,,,
9/28/23,6,RTO,1352.233,,,
9/28/23,7,RTO,1388.629,,,
9/28/23,8,RTO,1188.631,,,
9/28/23,9,RTO,1104.415,,,
9/28/23,10,RTO,950.076,,,
9/28/23,11,RTO,901.727,,,
9/28/23,12,RTO,770.786,,,
9/28/23,13,RTO,589.529,,,
9/28/23,14,RTO,520.604,,,
9/28/23,15,RTO,511.078,,,
9/28/23,16,RTO,524.429,,,
9/28/23,17,RTO,618.172,,,
9/28/23,18,RTO,800.8,,,
9/28/23,19,RTO,862.572,,,
9/28/23,20,RTO,935.254,,,
9/28/23,21,RTO,1290.174,,,
9/28/23,22,RTO,1519.922,,,
9/28/23,23,RTO,1588.917,,,
9/28/23,24,RTO,1540.153,,,
9/29/23,1,RTO,1487.949,,,
9/29/23,2,RTO,1412.143,,,
9/29/23,3,RTO,1349.521,,,
9/29/23,4,RTO,1152.279,,,
9/29/23,5,RTO,906.434,,,
9/29/23,6,RTO,776.659,,,
9/29/23,7,RTO,689.878,,,
9/29/23,8,RTO,615.179,,,
9/29/23,9,RTO,582.029,,,
9/29/23,10,RTO,388.813,,,
9/29/23,11,RTO,257.229,,,
9/29/23,12,RTO,255.233,,,
9/29/23,13,RTO,334.683,,,
9/29/23,14,RTO,218.449,,,
9/29/23,15,RTO,199.481,,,
9/29/23,16,RTO,163.352,,,
9/29/23,17,RTO,182.964,,,
9/29/23,18,RTO,255.424,,,
9/29/23,19,RTO,378.224,,,
9/29/23,20,RTO,736.545,,,
9/29/23,21,RTO,1532.577,,,
9/29/23,22,RTO,2243.564,,,
9/29/23,23,RTO,2547.329,,,
9/29/23,24,RTO,2418.486,,,
9/30/23,1,RTO,2343.521,,,
9/30/23,2,RTO,2432.594,,,
9/30/23,3,RTO,2347.42,,,
9/30/23,4,RTO,2259.899,,,
9/30/23,5,RTO,2045.766,,,
9/30/23,6,RTO,1902.224,,,
9/30/23,7,RTO,1766.403,,,
9/30/23,8,RTO,1777.827,,,
9/30/23,9,RTO,1694.299,,,
9/30/23,10,RTO,1069.205,,,
9/30/23,11,RTO,592.526,,,
9/30/23,12,RTO,398.298,,,
9/30/23,13,RTO,372.997,,,
9/30/23,14,RTO,411.509,,,
9/30/23,15,RTO,380.65,,,
9/30/23,16,RTO,450.103,,,
9/30/23,17,RTO,627.754,,,
9/30/23,18,RTO,804.738,,,
9/30/23,19,RTO,938.054,,,
9/30/23,20,RTO,1064.873,,,
9/30/23,21,RTO,1687.165,,,
9/30/23,22,RTO,2590.164,,,
9/30/23,23,RTO,2647.866,,,
9/30/23,24,RTO,2236.765,,,
10/1/23,1,RTO,2125.971,,,
10/1/23,2,RTO,2097.854,,,
10/1/23,3,RTO,1836.73,,,
10/1/23,4,RTO,1529.879,,,
10/1/23,5,RTO,1207.473,,,
10/1/23,6,RTO,898.019,,,
10/1/23,7,RTO,930.655,,,
10/1/23,8,RTO,1038.712,,,
10/1/23,9,RTO,1097.352,,,
10/1/23,10,RTO,775.835,,,
10/1/23,11,RTO,350.162,,,
10/1/23,12,RTO,313.898,,,
10/1/23,13,RTO,283.398,,,
10/1/23,14,RTO,346.116,,,
10/1/23,15,RTO,409.363,,,
10/1/23,16,RTO,491.113,,,
10/1/23,17,RTO,494.225,,,
10/1/23,18,RTO,539.532,,,
10/1/23,19,RTO,595.822,,,
10/1/23,20,RTO,683.289,,,
10/1/23,21,RTO,993.788,,,
10/1/23,22,RTO,1178.016,,,
10/1/23,23,RTO,1367.669,,,
10/1/23,24,RTO,1537.022,,,
10/2/23,1,RTO,1508.307,,,
10/2/23,2,RTO,1302.999,,,
10/2/23,3,RTO,1077.359,,,
10/2/23,4,RTO,926.778,,,
10/2/23,5,RTO,893.952,,,
10/2/23,6,RTO,839.705,,,
10/2/23,7,RTO,663.721,,,
10/2/23,8,RTO,509.273,,,
10/2/23,9,RTO,390.247,,,
10/2/23,11,RTO,64.595,,,
10/2/23,12,RTO,141.746,,,
10/2/23,13,RTO,249.626,,,
10/2/23,14,RTO,311.207,,,
10/2/23,15,RTO,355.578,,,
10/2/23,16,RTO,423.42,,,
10/2/23,17,RTO,483.037,,,
10/2/23,18,RTO,515.42,,,
10/2/23,19,RTO,455.977,,,
10/2/23,20,RTO,408.333,,,
10/2/23,21,RTO,687.996,,,
10/2/23,22,RTO,1177.587,,,
10/2/23,23,RTO,1630.558,,,
10/2/23,24,RTO,1911.437,,,
10/3/23,1,RTO,2176.665,,,
10/3/23,2,RTO,2307.849,,,
10/3/23,3,RTO,1992.533,,,
10/3/23,4,RTO,1665.336,,,
10/3/23,5,RTO,1367.256,,,
10/3/23,6,RTO,1021.743,,,
10/3/23,7,RTO,879.837,,,
10/3/23,8,RTO,825.053,,,
10/3/23,9,RTO,832.276,,,
10/3/23,10,RTO,677.512,,,
10/3/23,11,RTO,271.675,,,
10/3/23,12,RTO,477.33,,,
10/3/23,13,RTO,1072.017,,,
10/3/23,14,RTO,1441.26,,,
10/3/23,15,RTO,1440.947,,,
10/3/23,16,RTO,1543.143,,,
10/3/23,17,RTO,1674.122,,,
10/3/23,18,RTO,1874.772,,,
10/3/23,19,RTO,1321.641,,,
10/3/23,20,RTO,1442.567,,,
10/3/23,21,RTO,2427.689,,,
10/3/23,22,RTO,3532.523,,,
10/3/23,23,RTO,4143.761,,,
10/3/23,24,RTO,4411.216,,,
10/4/23,1,RTO,4231.777,,,
10/4/23,2,RTO,3964.087,,,
10/4/23,3,RTO,3812.193,,,
10/4/23,4,RTO,3752.943,,,
10/4/23,5,RTO,3713.762,,,
10/4/23,6,RTO,3860.33,,,
10/4/23,7,RTO,3593.478,,,
10/4/23,8,RTO,3425.894,,,
10/4/23,9,RTO,3300.898,,,
10/4/23,10,RTO,2663.022,,,
10/4/23,11,RTO,2563.568,,,
10/4/23,12,RTO,3497.438,,,
10/4/23,13,RTO,4310.307,,,
10/4/23,14,RTO,4460.856,,,
10/4/23,15,RTO,4342.517,,,
10/4/23,16,RTO,4263.807,,,
10/4/23,17,RTO,3873.04,,,
10/4/23,18,RTO,3746.317,,,
10/4/23,19,RTO,3454.853,,,
10/4/23,20,RTO,3160.084,,,
10/4/23,21,RTO,3713.275,,,
10/4/23,22,RTO,4021.762,,,
10/4/23,23,RTO,3997.78,,,
10/4/23,24,RTO,4082.204,,,
10/5/23,1,RTO,4039.21,,,
10/5/23,2,RTO,3353.814,,,
10/5/23,3,RTO,2893.367,,,
10/5/23,4,RTO,2573.694,,,
10/5/23,5,RTO,2762.524,,,
10/5/23,6,RTO,2686.454,,,
10/5/23,7,RTO,2316.927,,,
10/5/23,8,RTO,2279.184,,,
10/5/23,9,RTO,2262.802,,,
10/5/23,10,RTO,1926.446,,,
